 Campaign_ID ,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks ,Spend,Conversions,Active,Clicks,Campaign_Tag
CMP-01042,Q3_Launch_CMP-01042,2023-03-22 00:00:00,2023-03-29,Email,46587,1987,3205.91,372.0,Yes,,EM
CMP-01043,Q2_Summer_CMP-01043,2023-10-21 00:00:00,2023-10-26,N/A,37976,482,417.53,68.0,True,,XX
CMP-01044,Q4_Winter_CMP-01044,18/09/2023,2023-09-28,Instagram,68584,1748,2441.98,137.0,False,,IN
CMP-01045,Q2_Launch_CMP-01045,2023-01-07 00:00:00,2023-01-12,Email,79477,3502,$3773.94,493.0,Yes,,EM
CMP-01046,Q3_BlackFriday_CMP-01046,2023-07-16 00:00:00,2023-08-09,Email,43533,1138,2028.15,172.0,1,43575.0,EM
CMP-01047,Q2_BlackFriday_CMP-01047,2023-01-19 00:00:00,2023-02-11,TikTok,2828,37,$71.36,4.0,No,,TI
CMP-01048,Q3_Summer_CMP-01048,2023-12-02 00:00:00,2023-12-15,TikTok,2917,92,167.93,14.0,True,,TI
CMP-01049,Q2_BlackFriday_CMP-01049,2023-08-02 00:00:00,2023-08-03,Facebook,21618,961,870.6,131.0,Y,,FA
CMP-01050,Q2_Launch_CMP-01050,2023-02-09 00:00:00,2023-02-21,Instagram,33254,1117,883.82,214.0,0,,IN
CMP-01051,Q3_Summer_CMP-01051,2023-12-11 00:00:00,2023-12-13,Email,48362,921,$1115.93,53.0,Y,,EM
CMP-01052,Q1_Winter_CMP-01052,2023-09-22 00:00:00,2023-10-09,Google Ads,21128,536,273.9,35.0,1,,GO
CMP-01053,Q4_Winter_CMP-01053,2023-02-05 00:00:00,2023-03-03,Facebook,60383,1691,910.97,128.0,No,,FA
CMP-01054,Q4_BlackFriday_CMP-01054,2023-06-09 00:00:00,2023-06-10,Google Ads,66545,2207,2935.17,338.0,1,,GO
CMP-01055,Q3_Launch_CMP-01055,2023-01-05 00:00:00,2023-01-09,Google Ads,83180,3358,$4300.5,493.0,Y,,GO
CMP-01056,Q1_BlackFriday_CMP-01056,2023-06-05 00:00:00,2023-06-22,Instagram,88958,1241,2471.91,228.0,No,,IN
CMP-01057,Q1_BlackFriday_CMP-01057,2023-07-08 00:00:00,2023-07-30,TikTok,10865,495,$397.37,79.0,0,,TI
CMP-01058,Q1_Winter_CMP-01058,2023-04-11 00:00:00,2023-04-20,Facebook,3219,33,29.28,4.0,True,,FA
CMP-01059,Q4_Launch_CMP-01059,2023-05-06 00:00:00,2023-05-25,Google Ads,40809,1012,678.35,201.0,No,,GO
CMP-01060,Q3_BlackFriday_CMP-01060,2023-01-13 00:00:00,2023-01-30,Facebook,6287,69,129.47,6.0,Yes,,FA
CMP-01061,Q1_Winter_CMP-01061,2023-12-22 00:00:00,2023-12-23,Facebook,35387,910,1516.71,159.0,No,,FA
CMP-01062,Q3_BlackFriday_CMP-01062,2023-01-01 00:00:00,2023-01-11,TikTok,9512,295,511.39,33.0,1,,TI
CMP-01063,Q2_Launch_CMP-01063,2023-06-07 00:00:00,2023-07-06,Google Ads,2342,71,131.64,10.0,1,,GO
CMP-01064,Q2_Summer_CMP-01064,2023-05-02 00:00:00,2023-05-28,Facebook,64076,1065,1371.03,169.0,1,,FA
CMP-01065,Q4_Launch_CMP-01065,2023-03-14,2023-03-19,Instagram,20216,724,$852.0,105.0,0,,IN
CMP-01066,Q4_Launch_CMP-01066,2023-04-29 00:00:00,2023-05-10,Email,94070,1109,1104.11,78.0,No,,EM
CMP-01067,Q4_Winter_CMP-01067,2023-12-25 00:00:00,2024-01-24,Email,80767,3269,4523.71,380.0,No,,EM
CMP-01068,Q3_BlackFriday_CMP-01068,2023-02-13 00:00:00,2023-02-21,TikTok,98829,4730,5588.11,634.0,False,,TI
CMP-01069,Q3_Launch_CMP-01069,2023-11-23,2023-12-21,Google Ads,27614,651,766.45,115.0,0,,GO
CMP-01070,Q4_BlackFriday_CMP-01070,18/10/2023,2023-11-03,TikTok,37258,1143,2177.86,133.0,True,,TI
CMP-01071,Q1_Winter_CMP-01071,2023-12-06 00:00:00,2024-01-01,Facebook,94789,2384,4710.9,447.0,True,,FA
CMP-01072,Q1_Launch_CMP-01072,2023-05-14 00:00:00,2023-05-21,TikTok,43078,442,749.07,51.0,True,,TI
CMP-01073,Q4_BlackFriday_CMP-01073,2023-07-21 00:00:00,2023-07-28,Facebook,84524,2149,3513.91,284.0,True,,FA
CMP-01074,Q4_Summer_CMP-01074,2023-06-12 00:00:00,2023-07-04,N/A,97573,4065,6182.2,688.0,True,,INVALID
CMP-01075,Q2_Winter_CMP-01075,2023-04-14 00:00:00,2023-04-30,Instagram,13219,447,$334.85,61.0,Y,,IN
CMP-01076,Q3_Winter_CMP-01076,2023-02-25 00:00:00,2023-03-13,Instagram,1235,17,10.01,3.0,1,,IN
CMP-01077,Q2_Winter_CMP-01077,2023-08-27 00:00:00,2023-09-12,TikTok,43929,1927,2960.04,287.0,0,,TI
CMP-01078,Q3_Summer_CMP-01078,2023-07-03 00:00:00,2023-07-10,Email,68444,2138,3406.22,274.0,Y,,EM
CMP-01079,Q1_BlackFriday_CMP-01079,2023-06-07 00:00:00,2023-06-11,Instagram,9567,417,237.88,22.0,0,,IN
CMP-01080,Q2_BlackFriday_CMP-01080,2023-02-16 00:00:00,2023-02-22,Instagram,71792,2384,$4510.71,267.0,False,,IN
CMP-01081,Q4_Launch_CMP-01081,2023-12-27,2024-01-09,Email,66441,2151,1369.57,204.0,No,,EM
CMP-01082,Q2_Launch_CMP-01082,2023-06-17 00:00:00,2023-07-05,Email,85555,1215,1128.55,,Yes,,EM
CMP-01083,Q1_Winter_CMP-01083,2023-07-02,2023-02-28,Facebook,74698,1247,$1881.21,101.0,1,,FA
CMP-01084,Q2_Winter_CMP-01084,2023-06-03 00:00:00,2023-06-24,Email,6415,313,236.26,25.0,False,,EM
CMP-01085,Q3_BlackFriday_CMP-01085,2023-01-16 00:00:00,2023-01-11,Insta_gram,37159,711,414.6,55.0,Y,,IN
CMP-01086,Q1_Winter_CMP-01086,2023-10-12 00:00:00,2023-11-09,TikTok,44925,2205,2197.77,151.0,Yes,,TI
CMP-01087,Q2_Winter_CMP-01087,2023-08-25 00:00:00,2023-09-20,Google Ads,6951,217,357.82,20.0,No,,GO
CMP-01088,Q4_Summer_CMP-01088,04/03/2023,2023-03-07,TikTok,88388,1363,1527.27,249.0,False,,TI
CMP-01089,Q2_Winter_CMP-01089,2023-04-24 00:00:00,2023-04-29,Instagram,9007,125,184.93,20.0,No,,IN
CMP-01090,Q3_Summer_CMP-01090,2023-07-10 00:00:00,2023-08-01,Email,42832,786,1076.37,125.0,No,,EM
CMP-01091,Q4_Winter_CMP-01091,2023-02-13 00:00:00,2023-02-18,Instagram,59596,2802,1494.38,475.0,0,,IN
CMP-01092,Q3_Summer_CMP-01092,08/02/2023,2023-03-08,Email,31523,837,1659.61,75.0,Yes,,EM
CMP-01093,Q4_Launch_CMP-01093,2023-02-03 00:00:00,2023-02-20,Facebook,89861,2319,1303.61,424.0,0,,FA
CMP-01094,Q2_Launch_CMP-01094,07/03/2023,2023-03-12,Facebook,87740,1976,$3856.57,139.0,No,,FA
CMP-01095,Q4_Launch_CMP-01095,2023-06-19 00:00:00,2023-07-17,Email,16524,262,347.1,26.0,False,,EM
CMP-01096,Q2_Summer_CMP-01096,2023-01-26 00:00:00,2023-02-20,TikTok,20282,598,$1162.95,,No,,INVALID
CMP-01097,Q4_Winter_CMP-01097,2023-07-22 00:00:00,2023-07-25,Email,24930,378,254.07,24.0,Y,,EM
CMP-01098,Q3_Winter_CMP-01098,2023-08-07 00:00:00,2023-08-23,Google Ads,1077,46,56.84,,No,,GO
CMP-01099,Q4_BlackFriday_CMP-01099,2023-04-06 00:00:00,2023-04-23,Google Ads,21611,536,404.28,,0,,GO
CMP-01100,Q3_Launch_CMP-01100,18/03/2023,2023-03-21,TikTok,17984,449,$258.83,75.0,Yes,18015.0,TI
CMP-01101,Q4_Summer_CMP-01101,2023-11-14 00:00:00,2023-12-03,Google Ads,15060,436,621.86,54.0,False,,GO
CMP-01102,Q3_Launch_CMP-01102,2023-09-13 00:00:00,2023-09-19,TikTok,83985,2331,1892.01,,0,,TI
CMP-01103,Q1_Winter_CMP-01103,01/02/2023,2023-02-09,Gogle,85056,4235,5850.85,678.0,No,,GO
CMP-01104,Q2_Winter_CMP-01104,2023-07-16 00:00:00,2023-08-06,Instagram,44303,1409,$941.98,,Y,,IN
CMP-01105,Q3_BlackFriday_CMP-01105,2023-09-27 00:00:00,2023-10-22,Facebook,60207,814,812.36,100.0,1,,FA
CMP-01106,Q3_Summer_CMP-01106,2023-10-06 00:00:00,2023-10-20,Facebook,76046,2606,4358.4,159.0,Y,,FA
CMP-01107,Q4_Summer_CMP-01107,2024-01-01 00:00:00,2024-01-28,Instagram,30287,486,$561.61,69.0,No,,IN
CMP-01108,Q2_Winter_CMP-01108,2023-09-06 00:00:00,2023-09-27,TikTok,94709,1064,$1533.88,159.0,Y,,TI
CMP-01109,Q4_Winter_CMP-01109,2023-06-14 00:00:00,2023-06-26,Email,40711,1987,2923.25,212.0,1,,EM
CMP-01110,Q1_Winter_CMP-01110,2023-06-13,2023-06-08,Facebook,12954,530,935.79,102.0,Y,,FA
CMP-01111,Q3_Launch_CMP-01111,24/05/2023,2023-06-20,TikTok,74340,3657,3610.86,662.0,1,,TI
CMP-01112,Q1_BlackFriday_CMP-01112,2023-08-30 00:00:00,2023-09-08,Google Ads,73101,2128,3257.85,332.0,No,73116.0,GO
CMP-01113,Q4_Winter_CMP-01113,2023-04-30 00:00:00,2023-05-14,TikTok,72520,2269,4407.36,356.0,1,,TI
CMP-01114,Q4_Winter_CMP-01114,2023-12-03 00:00:00,2023-12-05,Google Ads,88062,1473,2349.97,129.0,0,,GO
CMP-01115,Q3_BlackFriday_CMP-01115,2023-01-29 00:00:00,2023-02-23,Facebook,19574,389,480.34,57.0,0,,FA
CMP-01116,Q4_Launch_CMP-01116,2023-10-22 00:00:00,2023-11-05,Google Ads,10184,443,640.61,,1,,GO
CMP-01117,Q1_BlackFriday_CMP-01117,2023-07-01 00:00:00,2023-07-03,Tik_Tok,20096,487,783.84,34.0,False,,TI
CMP-01118,Q4_Winter_CMP-01118,2023-03-30 00:00:00,2023-04-27,Facebook,68728,2960,4198.5,591.0,Yes,,FA
CMP-01119,Q2_Launch_CMP-01119,2023-12-24 00:00:00,2024-01-04,Google Ads,35016,1343,705.09,192.0,False,,GO
CMP-01120,Q1_Launch_CMP-01120,2023-12-27 00:00:00,2024-01-21,Email,12246,209,$165.56,23.0,1,,EM
CMP-01121,Q1_BlackFriday_CMP-01121,2023-10-16 00:00:00,2023-10-29,Instagram,46558,1410,2419.14,131.0,Yes,,IN
CMP-01122,Q1_Launch_CMP-01122,2023-09-10 00:00:00,2023-09-11,TikTok,19381,718,$652.64,100.0,0,,TI
CMP-01123,Q1_Winter_CMP-01123,20/01/2023,2023-01-27,Facebook,37455,726,1159.67,41.0,Yes,,FA
CMP-01124,Q3_Winter_CMP-01124,2023-04-30,2023-05-22,Email,93263,4031,$4265.52,258.0,1,,EM
CMP-01125,Q4_Launch_CMP-01125,02/09/2023,2023-09-26,Instagram,5018,159,203.97,8.0,0,,IN
CMP-01126,Q1_Launch_CMP-01126,2023-11-11 00:00:00,2023-12-11,TikTok,12302,204,-122.8,25.0,Yes,,TI
CMP-01127,Q4_Launch_CMP-01127,2023-04-01 00:00:00,2023-04-13,Google Ads,68506,2282,1761.34,319.0,Yes,,GO
CMP-01128,Q1_BlackFriday_CMP-01128,15/06/2023,2023-06-28,TikTok,42157,2107,4078.72,125.0,False,,TI
CMP-01129,Q4_BlackFriday_CMP-01129,2023-03-17 00:00:00,2023-04-01,Instagram,55917,895,1642.51,141.0,Yes,,IN
CMP-01130,Q1_Launch_CMP-01130,2023-02-26 00:00:00,2023-03-18,Email,93738,3999,5912.17,338.0,No,,EM
CMP-01131,Q3_Launch_CMP-01131,2023-02-07 00:00:00,2023-03-06,Email,97646,1786,2124.39,272.0,1,,EM
CMP-01132,Q3_BlackFriday_CMP-01132,2023-07-22 00:00:00,2023-08-19,Facebook,84122,3473,5256.88,685.0,True,,FA
CMP-01133,Q1_Winter_CMP-01133,2023-06-15 00:00:00,2023-06-23,Facebook,25519,1005,1435.06,154.0,True,,FA
CMP-01134,Q4_Launch_CMP-01134,2023-08-12 00:00:00,2023-09-05,Email,97809,2153,2912.64,392.0,True,,EM
CMP-01135,Q1_Winter_CMP-01135,2023-11-29 00:00:00,2023-12-29,Email,88487,2038,1199.9,391.0,1,,EM
CMP-01136,Q1_BlackFriday_CMP-01136,2023-10-15 00:00:00,2023-10-20,Google Ads,57819,2411,3494.03,296.0,True,,GO
CMP-01137,Q3_Winter_CMP-01137,2023-07-02 00:00:00,2023-07-18,Facebook,81910,2330,$3852.38,361.0,False,,FA
CMP-01138,Q4_Launch_CMP-01138,2023-03-31 00:00:00,2023-04-20,Email,72324,2837,5648.81,504.0,1,,EM
CMP-01139,Q1_Launch_CMP-01139,2023-05-31 00:00:00,2023-06-26,Email,6408,102,52.7,,No,,EM
CMP-01140,Q3_Summer_CMP-01140,2023-12-26 00:00:00,2024-01-12,Facebook,60379,2662,4246.58,237.0,0,,FA
CMP-01141,Q1_Launch_CMP-01141,18/10/2023,2023-11-16,Facebook,26053,1001,$1359.04,192.0,No,,FA
CMP-01142,Q4_BlackFriday_CMP-01142,2023-11-05 00:00:00,2023-11-19,Google Ads,10446,483,555.97,,1,,GO
CMP-01143,Q1_BlackFriday_CMP-01143,2023-11-10 00:00:00,2023-12-01,N/A,1922,29,-20.05,2.0,1,,XX
CMP-01144,Q3_Launch_CMP-01144,2023-09-12 00:00:00,2023-10-10,Email,99723,3362,3744.02,394.0,Yes,,EM
CMP-01145,Q3_BlackFriday_CMP-01145,2023-05-02 00:00:00,2023-05-27,Google Ads,52356,1778,1834.12,301.0,Yes,,GO
CMP-01146,Q1_BlackFriday_CMP-01146,2023-11-22,2023-12-13,Facebook,11789,284,271.01,37.0,Yes,,FA
CMP-01147,Q2_BlackFriday_CMP-01147,2023-12-29 00:00:00,2024-01-04,Insta_gram,98720,2797,4464.91,412.0,Y,,IN
CMP-01148,Q3_Launch_CMP-01148,2023-06-21 00:00:00,2023-06-29,TikTok,67656,779,1208.3,127.0,False,,TI
CMP-01149,Q1_Launch_CMP-01149,2023-05-08 00:00:00,2023-05-28,Gogle,45028,1793,2480.67,256.0,1,,GO
CMP-01150,Q3_BlackFriday_CMP-01150,2023-02-25,2023-03-14,Instagram,65484,2093,3993.44,274.0,No,,IN
CMP-01151,Q1_Summer_CMP-01151,2023-08-13 00:00:00,2023-08-23,Email,33154,408,418.11,,1,,EM
CMP-01152,Q3_Summer_CMP-01152,2023-07-31 00:00:00,2023-08-16,Instagram,83870,3122,2702.72,,Yes,,IN
CMP-01153,Q4_Winter_CMP-01153,2023-10-07 00:00:00,2023-11-01,TikTok,3336,95,140.97,13.0,1,,TI
CMP-01154,Q2_Summer_CMP-01154,2023-10-23 00:00:00,2023-10-26,Instagram,68779,782,624.21,81.0,0,68831.0,IN
CMP-01155,Q1_Winter_CMP-01155,2023-03-25 00:00:00,2023-04-08,Google Ads,20029,977,950.15,108.0,1,,GO
CMP-01156,Q2_Launch_CMP-01156,2023-01-18 00:00:00,2023-02-07,Facebok,60201,2887,2416.14,564.0,No,,FA
CMP-01157,Q4_BlackFriday_CMP-01157,23/02/2023,2023-02-24,TikTok,33265,1015,612.79,67.0,True,,TI
CMP-01158,Q3_Launch_CMP-01158,2023-03-29 00:00:00,2023-04-12,Email,44872,616,1072.61,,0,,INVALID
CMP-01159,Q2_Launch_CMP-01159,2023-02-08 00:00:00,2023-02-11,Google Ads,47197,1896,1671.91,234.0,0,,GO
CMP-01160,Q1_Summer_CMP-01160,2023-02-17 00:00:00,2023-03-07,Instagram,56180,1667,2016.31,292.0,1,,IN
CMP-01161,Q3_BlackFriday_CMP-01161,2023-09-05 00:00:00,2023-09-08,Instagram,24710,546,308.48,40.0,Y,,IN
CMP-01162,Q1_Winter_CMP-01162,2023-12-01 00:00:00,2023-12-24,Facebook,30486,904,$1400.3,82.0,Yes,,FA
CMP-01163,Q1_Launch_CMP-01163,22/03/2023,2023-04-20,Email,72907,2252,$2242.64,,False,,EM
CMP-01164,Q1_BlackFriday_CMP-01164,2023-06-19 00:00:00,2023-07-14,Facebook,72895,2369,$3830.92,369.0,False,,FA
CMP-01165,Q3_Launch_CMP-01165,2023-12-23 00:00:00,2023-12-28,Email,65435,1809,2023.56,155.0,True,,EM
CMP-01166,Q4_Summer_CMP-01166,2023-10-04 00:00:00,2023-10-29,Facebook,41631,1425,$1130.93,154.0,False,,FA
CMP-01167,Q2_BlackFriday_CMP-01167,02/05/2023,2023-05-23,Email,21103,986,1251.99,114.0,False,,EM
CMP-01168,Q1_Launch_CMP-01168,2023-07-21 00:00:00,2023-07-23,Facebook,65772,1610,1120.17,295.0,Yes,,FA
CMP-01169,Q1_Winter_CMP-01169,20/03/2023,2023-04-01,TikTok,15382,600,696.49,67.0,Yes,,TI
CMP-01170,Q3_BlackFriday_CMP-01170,2023-01-02 00:00:00,2023-01-11,Facebook,85291,3904,3810.14,280.0,Y,,FA
CMP-01171,Q2_Summer_CMP-01171,2023-12-05 00:00:00,2023-12-18,Facebook,4756,134,250.3,17.0,No,,FA
CMP-01172,Q3_Launch_CMP-01172,19/02/2023,2023-02-28,TikTok,21609,599,$354.24,116.0,True,,TI
CMP-01173,Q2_Launch_CMP-01173,2023-03-29 00:00:00,2023-04-13,Email,17478,595,916.91,83.0,False,,EM
CMP-01174,Q3_Winter_CMP-01174,2023-08-31 00:00:00,2023-09-21,Facebook,40666,1368,1059.01,270.0,Y,,FA
CMP-01175,Q3_Summer_CMP-01175,2023-07-23 00:00:00,2023-08-18,Facebook,76683,3240,3170.56,570.0,True,,FA
CMP-01176,Q4_Winter_CMP-01176,16/05/2023,2023-06-15,Google Ads,72315,2101,2359.99,116.0,0,,GO
CMP-01177,Q3_BlackFriday_CMP-01177,2023-10-06 00:00:00,2023-10-17,TikTok,78834,3929,7315.89,584.0,False,,TI
CMP-01178,Q1_Launch_CMP-01178,2023-07-15 00:00:00,2023-07-25,TikTok,15153,187,$161.54,17.0,False,,TI
CMP-01179,Q2_Summer_CMP-01179,2023-05-15 00:00:00,2023-06-11,Email,77325,783,498.74,104.0,Yes,,EM
CMP-01180,Q4_Winter_CMP-01180,2023-05-18 00:00:00,2023-06-05,E-mail,13999,498,487.06,45.0,1,,E-
CMP-01181,Q3_BlackFriday_CMP-01181,2023-12-23,2024-01-12,TikTok,56318,1235,$811.41,126.0,True,,TI
CMP-01182,Q4_BlackFriday_CMP-01182,2023-06-26 00:00:00,2023-07-07,TikTok,1814,35,$24.25,6.0,False,,TI
CMP-01183,Q1_Winter_CMP-01183,2023-10-29,2023-11-28,Email,77077,1732,2356.86,140.0,True,77120.0,EM
CMP-01184,Q2_Summer_CMP-01184,2023-07-18 00:00:00,2023-07-28,Facebook,91474,1851,1094.59,,No,,FA
CMP-01185,Q3_Winter_CMP-01185,2023-10-02 00:00:00,2023-10-30,Google Ads,3443,38,20.76,2.0,Y,,GO
CMP-01186,Q1_BlackFriday_CMP-01186,2023-10-21 00:00:00,2023-10-16,Facebook,76993,3761,5910.87,239.0,Y,,FA
CMP-01187,Q4_Launch_CMP-01187,2023-02-10 00:00:00,2023-02-27,Email,76916,1448,$1509.5,258.0,1,,EM
CMP-01188,Q3_Launch_CMP-01188,2023-01-18 00:00:00,2023-02-03,Email,74319,2925,2012.58,422.0,False,,EM
CMP-01189,Q4_Summer_CMP-01189,2023-10-20 00:00:00,2023-11-02,Instagram,18368,743,654.15,120.0,No,,IN
CMP-01190,Q3_BlackFriday_CMP-01190,2023-03-03 00:00:00,2023-03-28,N/A,16328,770,1126.61,62.0,Yes,,XX
CMP-01191,Q3_BlackFriday_CMP-01191,2023-03-27 00:00:00,2023-04-24,Google Ads,57942,650,593.65,84.0,False,,GO
CMP-01192,Q4_Winter_CMP-01192,06/03/2023,2023-04-02,TikTok,92751,4162,5168.3,668.0,True,,TI
CMP-01193,Q4_Launch_CMP-01193,2023-02-10 00:00:00,2023-03-05,TikTok,28306,880,600.64,126.0,0,,TI
CMP-01194,Q2_Winter_CMP-01194,2023-11-18 00:00:00,2023-12-07,Instagram,86451,3051,4216.91,,Y,,IN
CMP-01195,Q4_BlackFriday_CMP-01195,2023-06-13 00:00:00,2023-07-06,Facebook,40915,1463,1425.13,283.0,True,,FA
CMP-01196,Q4_Summer_CMP-01196,04/02/2023,2023-02-22,Email,38219,1635,2355.14,247.0,1,,INVALID
CMP-01197,Q1_Launch_CMP-01197,2023-10-12 00:00:00,2023-11-11,Google Ads,81879,1910,3271.05,355.0,Y,,GO
CMP-01198,Q3_Summer_CMP-01198,2023-05-22 00:00:00,2023-06-13,Email,65644,2581,3658.49,411.0,Yes,,EM
CMP-01199,Q2_BlackFriday_CMP-01199,2023-01-07 00:00:00,2023-01-27,Instagram,61279,1908,1800.43,,Y,,IN
CMP-01200,Q3_BlackFriday_CMP-01200,2023-09-25 00:00:00,2023-10-15,Email,54028,2254,1991.67,139.0,0,,EM
CMP-01201,Q3_Launch_CMP-01201,2023-03-18 00:00:00,2023-04-09,Google Ads,1126,55,54.51,5.0,No,,GO
CMP-01202,Q4_Summer_CMP-01202,2023-02-21 00:00:00,2023-03-19,Email,53329,961,717.8,171.0,False,,EM
CMP-01203,Q2_Winter_CMP-01203,2023-02-21 00:00:00,2023-03-12,Instagram,28632,1425,1099.75,,0,,IN
CMP-01204,Q3_Launch_CMP-01204,2023-06-26 00:00:00,2023-07-01,Email,66310,901,1519.12,60.0,No,,EM
CMP-01205,Q4_Summer_CMP-01205,2023-12-02 00:00:00,2023-12-18,Email,56176,566,$609.64,55.0,0,,EM
CMP-01206,Q3_Launch_CMP-01206,2023-01-20 00:00:00,2023-01-31,TikTok,87066,1024,$1181.69,,False,,TI
CMP-01207,Q2_Launch_CMP-01207,2023-11-13 00:00:00,2023-11-16,Instagram,45327,1072,1491.23,202.0,Y,,IN
CMP-01208,Q2_Launch_CMP-01208,2023-01-20 00:00:00,2023-02-12,Instagram,69904,2468,3416.9,444.0,1,,IN
CMP-01209,Q1_Summer_CMP-01209,2023-12-20 00:00:00,2024-01-05,Google Ads,4797,61,36.66,7.0,False,,GO
CMP-01210,Q4_Winter_CMP-01210,2023-05-18,2023-05-29,TikTok,48882,499,871.91,29.0,False,,TI
CMP-01211,Q2_Summer_CMP-01211,2023-06-05 00:00:00,2023-06-23,TikTok,14718,698,534.66,109.0,No,,TI
CMP-01212,Q3_Winter_CMP-01212,2023-12-23 00:00:00,2024-01-09,Google Ads,35560,1524,2414.94,,Yes,,GO
CMP-01213,Q2_Launch_CMP-01213,2023-04-27 00:00:00,2023-05-17,Email,77589,3287,$5453.15,642.0,Y,,EM
CMP-01214,Q4_BlackFriday_CMP-01214,2023-08-15 00:00:00,2023-09-05,N/A,23116,1048,1647.82,140.0,False,,XX
CMP-01215,Q2_Launch_CMP-01215,2023-08-02,2023-02-11,Google Ads,37244,1415,1936.38,142.0,1,,GO
CMP-01216,Q3_BlackFriday_CMP-01216,2023-08-15 00:00:00,2023-08-24,TikTok,2645,37,19.31,,True,,TI
CMP-01217,Q3_Summer_CMP-01217,2023-09-06 00:00:00,2023-09-27,Facebook,48523,1259,1310.07,247.0,Y,,FA
CMP-01218,Q3_Launch_CMP-01218,2023-01-29 00:00:00,2023-02-07,Facebook,20256,788,1108.92,121.0,Yes,,FA
CMP-01219,Q2_Launch_CMP-01219,2023-06-09 00:00:00,2023-07-09,Instagram,54173,1149,1242.27,173.0,0,,IN
CMP-01220,Q4_Launch_CMP-01220,2023-09-26,2023-10-05,Instagram,38430,1440,2585.12,123.0,False,,IN
CMP-01221,Q3_Launch_CMP-01221,2023-04-09 00:00:00,2023-05-07,N/A,40282,442,425.74,71.0,1,,XX
CMP-01222,Q2_Winter_CMP-01222,2023-01-30 00:00:00,2023-02-09,TikTok,64374,1432,1346.51,232.0,Y,,TI
CMP-01223,Q4_BlackFriday_CMP-01223,2023-07-04 00:00:00,2023-07-24,Instagram,69244,2213,1989.48,215.0,1,,IN
CMP-01224,Q1_BlackFriday_CMP-01224,2023-08-26 00:00:00,2023-09-12,Facebook,12694,447,446.63,54.0,1,,FA
CMP-01225,Q4_Winter_CMP-01225,2023-03-05 00:00:00,2023-03-13,Facebook,57264,1894,2530.59,178.0,No,,FA
CMP-01226,Q1_Launch_CMP-01226,2023-09-08 00:00:00,2023-09-19,Email,76060,2883,4498.99,256.0,0,76115.0,EM
CMP-01227,Q4_Launch_CMP-01227,2023-08-31 00:00:00,2023-09-30,Google Ads,98416,1008,1505.8,,Yes,,GO
CMP-01228,Q4_Winter_CMP-01228,2023-03-25 00:00:00,2023-04-23,Email,58545,821,1405.2,76.0,Y,,EM
CMP-01229,Q1_Winter_CMP-01229,19/12/2023,2023-12-30,Gogle,40224,1800,3291.97,239.0,False,,GO
CMP-01230,Q2_Summer_CMP-01230,2023-01-15 00:00:00,2023-02-14,Facebook,98945,3687,6356.83,185.0,Yes,,FA
CMP-01231,Q4_Summer_CMP-01231,2023-10-20 00:00:00,2023-10-28,N/A,14224,206,108.85,19.0,False,,XX
CMP-01232,Q3_Winter_CMP-01232,2023-04-24 00:00:00,2023-05-13,Google Ads,41738,1823,2923.87,332.0,True,,INVALID
CMP-01233,Q2_Launch_CMP-01233,2023-05-18 00:00:00,2023-05-25,Google Ads,26150,514,417.68,71.0,1,,GO
CMP-01234,Q1_BlackFriday_CMP-01234,16/12/2023,2023-12-28,Instagram,64731,1885,1318.35,266.0,True,,IN
CMP-01235,Q1_Launch_CMP-01235,2023-03-09 00:00:00,2023-03-19,Facebook,50688,801,1167.64,88.0,No,,FA
CMP-01236,Q2_Winter_CMP-01236,2023-01-05 00:00:00,2023-01-12,Google Ads,74509,2861,$2802.68,433.0,1,,GO
CMP-01237,Q4_BlackFriday_CMP-01237,2023-06-06 00:00:00,2023-07-03,Facebook,9577,351,205.57,27.0,0,,FA
CMP-01238,Q2_Winter_CMP-01238,2023-05-21 00:00:00,2023-06-01,Instagram,9070,167,117.98,28.0,Yes,,IN
CMP-01239,Q4_Winter_CMP-01239,2023-06-28 00:00:00,2023-07-15,Facebook,9666,430,$215.6,29.0,False,,FA
CMP-01240,Q3_Winter_CMP-01240,2023-06-04 00:00:00,2023-06-26,Instagram,58761,1530,2837.9,227.0,No,,IN
CMP-01241,Q3_Summer_CMP-01241,2023-07-23,2023-08-06,Instagram,37368,810,434.91,81.0,0,,IN
CMP-01242,Q1_Winter_CMP-01242,2023-12-06 00:00:00,2023-12-15,Google Ads,7783,125,$101.77,20.0,False,,GO
CMP-01243,Q4_Launch_CMP-01243,2023-10-15 00:00:00,2023-10-24,Email,42914,886,996.21,117.0,Yes,,EM
CMP-01244,Q2_Launch_CMP-01244,2023-06-02 00:00:00,2023-06-22,Email,71507,778,805.12,91.0,Y,,INVALID
CMP-01245,Q2_Winter_CMP-01245,2023-06-22 00:00:00,2023-07-06,Facebook,80026,2667,4980.86,201.0,No,,FA
CMP-01246,Q4_Summer_CMP-01246,2023-05-22 00:00:00,2023-06-13,Instagram,68526,2993,1677.38,435.0,True,,IN
CMP-01247,Q3_Winter_CMP-01247,2023-11-30 00:00:00,2023-12-22,Instagram,71835,2295,2910.8,450.0,True,,IN
CMP-01248,Q2_Launch_CMP-01248,2023-05-04 00:00:00,2023-05-11,Google Ads,46765,877,1333.67,152.0,False,,GO
